,YY,WK,SALE_SUM_CNT,SALE_SUM_QTY,SALE_SUM_AMT,SALE_SUM_AVG,INCOME_CSI,CONSUME_CSI,P_CONSUME_CSI,CONSUME_INDEX,IT_EMP,FIN_EMP,HARDWARE_PRC,G_MOUSE,G_CPU,G_LABTOP,G_TABLET,N_MOUSE,N_CPU,N_LABTOP,N_TABLET,DT
101,2016,35,11775,90973,7469888774.00,82111.052444,100.0,106.0,93.78788,101.209092,801.748486,810.05758,140.22,27.0,19.0,45.0,8.741935483870968,7.768878571428572,2.085972857142857,27.045382857142858,3.292495714285714,2016-08-26
102,2016,36,8043,118752,11360886889.00,95669.015166,100.0,106.02000000000001,93.981818,101.381638,800.1227260000001,808.9083639999999,134.41,27.02857142857143,19.0,45.057142857142864,8.968202764976956,8.041302857142858,2.17548,27.936548571428574,3.4316985714285715,2016-09-02
103,2016,36,6784,35752,2766798812.00,77388.644327,100.0,106.02000000000001,93.981818,101.381638,800.1227260000001,808.9083639999999,134.41,27.02857142857143,19.0,45.057142857142864,8.968202764976956,8.041302857142858,2.17548,27.936548571428574,3.4316985714285715,2016-09-02
104,2016,37,12127,59694,5474774723.00,91713.986715,100.0,106.23333399999999,94.0,101.376666,797.75,809.773334,133.796,27.4,19.0,45.800000000000004,9.2,7.545114285714285,2.3362814285714286,26.047539999999998,3.53968,2016-09-09
105,2016,38,1316,15448,1351578868.00,87492.158726,100.0,106.46666599999999,94.0,101.35333399999999,795.3,810.846666,127.42,27.86666666666667,19.0,46.733333333333334,9.433333333333334,6.169205714285715,1.9449485714285717,23.377682857142855,3.19388,2016-09-16
106,2016,39,14678,109040,9193570658.00,84313.744112,100.0,106.7,94.0,101.33,792.85,811.9200000000001,131.66400000000002,28.333333333333325,19.0,47.66666666666667,9.666666666666668,8.04286285714286,2.21269,26.45344142857143,3.400215714285714,2016-09-23
107,2016,40,12925,191768,16548960150.00,86296.776052,100.0,106.93333399999999,94.0,101.306666,790.4,812.9933340000001,131.794,28.8,19.0,48.6,9.900000000000002,7.687698571428571,2.084672857142857,26.82734,3.1379385714285712,2016-09-30
108,2016,40,1999,2700,363344798.00,134572.147407,100.0,106.93333399999999,94.0,101.306666,790.4,812.9933340000001,131.794,28.8,19.0,48.6,9.900000000000002,7.687698571428571,2.084672857142857,26.82734,3.1379385714285712,2016-09-30
109,2016,41,11408,60025,4865989836.00,81066.053077,100.16129000000001,107.0,94.16129000000001,101.348388,789.796774,813.396774,131.51250000000002,29.0,19.258064516129043,49.25806451612904,10.258064516129028,7.496715714285714,2.0344542857142858,28.260232857142856,3.1988257142857144,2016-10-07
110,2016,42,12523,76096,6635603532.00,87200.424884,100.38709800000001,107.0,94.38709800000001,101.416128,789.932258,813.532258,128.76,29.0,19.709677419354843,49.70967741935484,10.709677419354843,7.1699142857142855,2.0505871428571427,25.918739999999996,3.2048100000000006,2016-10-14
